gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,unique_id
F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,BBB_2013J_161491
F,Scotland,Lower Than A Level,0-10%,0-35,1,60,N,Fail,BBB_2013J_162646
F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,BBB_2013J_169213
F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2013J_174222
F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail,BBB_2013J_174440
F,South Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,BBB_2013J_174487
F,East Anglian Region,HE Qualification,70-80%,0-35,1,60,N,Fail,BBB_2013J_178738
M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,BBB_2013J_178963
F,South East Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,BBB_2013J_179254
F,South Region,Lower Than A Level,40-50%,35-55,3,60,N,Pass,BBB_2013J_182661
F,Wales,HE Qualification,90-100%,0-35,1,120,N,Fail,BBB_2013J_188026
F,Scotland,Lower Than A Level,50-60%,0-35,1,60,N,Fail,BBB_2013J_189095
F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2013J_191269
F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,BBB_2013J_193215
F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013J_195096
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,BBB_2013J_195938
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,150,N,Pass,BBB_2013J_197240
F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013J_197412
F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2013J_197759
F,South Region,No Formal quals,90-100%,0-35,0,60,N,Pass,BBB_2013J_199029
M,London Region,Post Graduate Qualification,30-40%,35-55,0,60,N,Pass,BBB_2013J_199663
F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,BBB_2013J_202879
M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2013J_203640
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,BBB_2013J_205788
M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2013J_227416
F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,BBB_2013J_230081
F,Yorkshire Region,HE Qualification,60-70%,0-35,1,60,N,Pass,BBB_2013J_233317
F,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2013J_233752
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,BBB_2013J_233957
F,Wales,HE Qualification,80-90%,0-35,1,60,N,Fail,BBB_2013J_234929
F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Pass,BBB_2013J_240993
F,South West Region,Lower Than A Level,60-70%,35-55,0,120,N,Fail,BBB_2013J_241338
F,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,BBB_2013J_242149
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,BBB_2013J_243851
F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,BBB_2013J_243909
F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,BBB_2013J_243992
F,South Region,A Level or Equivalent,80-90%,35-55,1,60,Y,Pass,BBB_2013J_245987
F,West Midlands Region,Lower Than A Level,20-30%,0-35,2,120,N,Pass,BBB_2013J_247902
M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2013J_248653
F,North Region,HE Qualification,80-90%,35-55,0,60,N,Pass,BBB_2013J_248716
F,Wales,Lower Than A Level,10-20,35-55,1,90,Y,Fail,BBB_2013J_251815
F,East Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,BBB_2013J_252257
F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,BBB_2013J_253577
F,East Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,BBB_2013J_256998
F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,BBB_2013J_258035
F,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Pass,BBB_2013J_260179
M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail,BBB_2013J_261332
F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB_2013J_261466
F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2013J_262639
F,Wales,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,BBB_2013J_264152
F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2013J_264744
F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,BBB_2013J_265170
F,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,BBB_2013J_266331
F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,BBB_2013J_266564
F,London Region,A Level or Equivalent,10-20,35-55,0,90,Y,Pass,BBB_2013J_268589
F,South East Region,HE Qualification,90-100%,0-35,2,60,N,Pass,BBB_2013J_269082
F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB_2013J_269204
F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,BBB_2013J_270646
F,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,BBB_2013J_272172
F,South Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,BBB_2013J_274247
F,Ireland,Lower Than A Level,80-90%,35-55,0,75,N,Pass,BBB_2013J_274971
M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,BBB_2013J_277537
F,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,BBB_2013J_277812
M,East Anglian Region,HE Qualification,20-30%,35-55,1,120,N,Fail,BBB_2013J_278272
F,South West Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Pass,BBB_2013J_278794
F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,Fail,BBB_2013J_280140
F,London Region,A Level or Equivalent,10-20,0-35,0,210,Y,Fail,BBB_2013J_280151
F,East Midlands Region,A Level or Equivalent,70-80%,0-35,2,60,N,Pass,BBB_2013J_284906
M,North Western Region,HE Qualification,0-10%,0-35,1,180,N,Fail,BBB_2013J_285050
F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,BBB_2013J_286402
F,Wales,Lower Than A Level,70-80%,0-35,2,60,N,Fail,BBB_2013J_286690
F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2013J_287107
F,South West Region,Lower Than A Level,40-50%,0-35,2,120,N,Pass,BBB_2013J_287309
F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,BBB_2013J_287679
F,Wales,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,BBB_2013J_289965
M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,BBB_2013J_290089
F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,BBB_2013J_291544
F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2013J_292537
F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2013J_293712
M,North Region,Lower Than A Level,,35-55,0,60,N,Pass,BBB_2013J_293754
F,Ireland,Lower Than A Level,30-40%,0-35,1,120,N,Pass,BBB_2013J_293760
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,BBB_2013J_301583
F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2013J_301987
F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2013J_303617
M,Wales,Lower Than A Level,10-20,0-35,2,60,N,Fail,BBB_2013J_305173
F,South East Region,HE Qualification,80-90%,0-35,1,180,N,Fail,BBB_2013J_305935
F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,BBB_2013J_306964
M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013J_307193
F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,BBB_2013J_308509
F,Wales,Lower Than A Level,50-60%,0-35,1,60,N,Pass,BBB_2013J_310933
M,East Anglian Region,A Level or Equivalent,20-30%,35-55,2,60,N,Pass,BBB_2013J_315105
F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,BBB_2013J_316076
F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2013J_318848
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,BBB_2013J_319618
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,BBB_2013J_320051
M,Scotland,Lower Than A Level,90-100%,0-35,1,60,N,Pass,BBB_2013J_320757
F,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2013J_323090
F,South Region,A Level or Equivalent,10-20,35-55,0,120,N,Pass,BBB_2013J_323606
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,BBB_2013J_325887
M,East Anglian Region,HE Qualification,70-80%,0-35,1,60,N,Fail,BBB_2013J_329030
F,South West Region,HE Qualification,50-60%,35-55,0,90,N,Pass,BBB_2013J_329192
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail,BBB_2013J_335136
F,South East Region,HE Qualification,90-100%,35-55,3,60,N,Fail,BBB_2013J_335481
F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2013J_336478
F,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,BBB_2013J_336646
F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2013J_337151
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,BBB_2013J_338741
M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2013J_339494
F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,BBB_2013J_339608
F,Ireland,A Level or Equivalent,10-20,0-35,0,120,N,Pass,BBB_2013J_340911
F,South East Region,HE Qualification,30-40%,0-35,0,60,N,Pass,BBB_2013J_340965
F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,BBB_2013J_342685
F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2013J_344568
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,2,90,N,Fail,BBB_2013J_345128
F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,BBB_2013J_349554
F,Scotland,HE Qualification,30-40%,35-55,1,60,N,Fail,BBB_2013J_349675
F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2013J_352112
F,South Region,A Level or Equivalent,70-80%,0-35,0,210,N,Pass,BBB_2013J_352688
F,South East Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,BBB_2013J_354779
F,Wales,A Level or Equivalent,80-90%,35-55,1,60,N,Fail,BBB_2013J_360876
F,South West Region,Lower Than A Level,20-30%,35-55,2,60,N,Fail,BBB_2013J_362907
F,South West Region,HE Qualification,20-30%,0-35,1,120,N,Pass,BBB_2013J_364073
F,Scotland,Lower Than A Level,50-60%,0-35,2,60,N,Fail,BBB_2013J_364666
F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013J_364871
F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2013J_365169
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,BBB_2013J_365288
F,South East Region,A Level or Equivalent,90-100%,0-35,0,165,N,Pass,BBB_2013J_365631
F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013J_366524
F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2013J_367433
F,Wales,Lower Than A Level,20-30%,0-35,1,60,N,Pass,BBB_2013J_368077
F,Wales,HE Qualification,90-100%,35-55,2,120,N,Pass,BBB_2013J_369986
F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,BBB_2013J_370859
F,South West Region,A Level or Equivalent,70-80%,0-35,1,120,N,Pass,BBB_2013J_371530
F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2013J_372172
F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,90,N,Pass,BBB_2013J_372658
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,BBB_2013J_373174
F,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,90,N,Fail,BBB_2013J_373269
F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,BBB_2013J_373807
F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013J_373848
F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013J_374038
F,North Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,BBB_2013J_375960
M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,BBB_2013J_379210
F,Wales,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,BBB_2013J_379983
F,East Anglian Region,Lower Than A Level,30-40%,0-35,2,60,N,Fail,BBB_2013J_380205
F,Wales,A Level or Equivalent,0-10%,0-35,0,180,N,Fail,BBB_2013J_380240
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,BBB_2013J_381541
F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2013J_381669
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2013J_382575
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2013J_382920
F,South Region,A Level or Equivalent,80-90%,35-55,0,90,N,Pass,BBB_2013J_382979
F,London Region,A Level or Equivalent,20-30%,35-55,1,60,N,Fail,BBB_2013J_383303
F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2013J_383571
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Fail,BBB_2013J_385040
F,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Pass,BBB_2013J_385820
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,BBB_2013J_386889
F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,BBB_2013J_387700
F,South East Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,BBB_2013J_388052
F,Wales,Lower Than A Level,30-40%,0-35,1,70,N,Fail,BBB_2013J_388432
F,Wales,A Level or Equivalent,0-10%,0-35,2,60,N,Fail,BBB_2013J_388549
F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,BBB_2013J_388975
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2013J_389101
F,East Midlands Region,Lower Than A Level,10-20,0-35,2,60,Y,Fail,BBB_2013J_389471
F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013J_390958
F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,BBB_2013J_392060
F,North Region,A Level or Equivalent,10-20,0-35,1,60,N,Fail,BBB_2013J_392281
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,3,60,Y,Pass,BBB_2013J_393327
F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,BBB_2013J_395073
F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,BBB_2013J_396114
F,London Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,BBB_2013J_397590
F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2013J_398067
F,South East Region,HE Qualification,10-20,0-35,1,120,N,Fail,BBB_2013J_398315
F,London Region,A Level or Equivalent,0-10%,0-35,2,60,N,Pass,BBB_2013J_398525
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,2,60,N,Pass,BBB_2013J_398891
F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Fail,BBB_2013J_398956
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2013J_402993
F,South West Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,BBB_2013J_404269
F,South West Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2013J_404671
F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2013J_404708
F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass,BBB_2013J_405945
F,East Anglian Region,A Level or Equivalent,30-40%,35-55,1,90,N,Fail,BBB_2013J_408106
F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2013J_408975
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,BBB_2013J_409160
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,BBB_2013J_409930
F,Wales,A Level or Equivalent,80-90%,0-35,0,180,N,Pass,BBB_2013J_409945
F,London Region,A Level or Equivalent,10-20,35-55,3,60,N,Pass,BBB_2013J_410052
F,Ireland,A Level or Equivalent,60-70%,35-55,1,180,N,Fail,BBB_2013J_410281
F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2013J_410357
F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2013J_410537
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2013J_410842
F,Wales,Lower Than A Level,40-50%,0-35,1,60,N,Fail,BBB_2013J_411126
F,West Midlands Region,HE Qualification,0-10%,0-35,1,60,N,Pass,BBB_2013J_411642
M,Wales,HE Qualification,0-10%,35-55,0,60,N,Fail,BBB_2013J_413248
F,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,BBB_2013J_414028
F,East Anglian Region,Lower Than A Level,50-60%,35-55,1,330,Y,Pass,BBB_2013J_414350
M,North Western Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,BBB_2013J_414495
F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2013J_415216
F,Ireland,HE Qualification,90-100%,0-35,0,60,N,Fail,BBB_2013J_415546
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,BBB_2013J_417657
F,North Western Region,A Level or Equivalent,60-70%,35-55,1,120,N,Fail,BBB_2013J_417785
F,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Pass,BBB_2013J_419375
F,South West Region,HE Qualification,40-50%,35-55,0,120,N,Pass,BBB_2013J_420163
F,South West Region,Lower Than A Level,80-90%,35-55,1,60,N,Fail,BBB_2013J_420724
F,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Pass,BBB_2013J_421018
F,South East Region,A Level or Equivalent,40-50%,0-35,3,60,N,Fail,BBB_2013J_422223
F,South East Region,Lower Than A Level,90-100%,0-35,1,120,N,Pass,BBB_2013J_422479
M,Wales,A Level or Equivalent,90-100%,0-35,0,210,N,Pass,BBB_2013J_423399
F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,120,N,Pass,BBB_2013J_424539
F,West Midlands Region,HE Qualification,0-10%,35-55,2,60,N,Fail,BBB_2013J_424637
M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,90,N,Fail,BBB_2013J_425817
F,Wales,Lower Than A Level,30-40%,0-35,0,180,N,Pass,BBB_2013J_426458
F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2013J_427921
F,Wales,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,BBB_2013J_428323
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,BBB_2013J_428653
F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013J_429610
F,South East Region,Lower Than A Level,20-30%,35-55,1,60,N,Pass,BBB_2013J_430392
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,BBB_2013J_430708
F,Ireland,Lower Than A Level,10-20,0-35,2,120,N,Fail,BBB_2013J_431071
F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2013J_432144
F,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass,BBB_2013J_432237
F,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,BBB_2013J_433280
M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2013J_433864
F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,BBB_2013J_434397
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,BBB_2013J_434585
F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013J_438068
M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2013J_438551
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013J_439182
F,West Midlands Region,Lower Than A Level,0-10%,0-35,3,60,N,Fail,BBB_2013J_439294
F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013J_440225
F,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2013J_440563
M,West Midlands Region,Lower Than A Level,50-60%,0-35,1,60,N,Pass,BBB_2013J_440593
F,North Western Region,Lower Than A Level,20-30%,0-35,2,60,N,Fail,BBB_2013J_440765
F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,N,Pass,BBB_2013J_442910
F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,BBB_2013J_443108
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,2,60,N,Fail,BBB_2013J_444225
F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2013J_444821
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2013J_445760
F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB_2013J_446345
F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,BBB_2013J_446873
M,East Midlands Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,BBB_2013J_447086
F,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,BBB_2013J_447516
M,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,BBB_2013J_464525
F,Wales,A Level or Equivalent,30-40%,0-35,2,60,N,Fail,BBB_2013J_465730
F,Wales,Lower Than A Level,40-50%,0-35,3,60,N,Pass,BBB_2013J_466202
F,South Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass,BBB_2013J_466477
F,Scotland,Lower Than A Level,60-70%,0-35,2,60,N,Pass,BBB_2013J_466800
F,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,120,N,Fail,BBB_2013J_466854
M,East Anglian Region,No Formal quals,20-30%,0-35,1,120,N,Fail,BBB_2013J_468187
F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2013J_469878
F,South East Region,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,BBB_2013J_470869
F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,BBB_2013J_471196
F,East Midlands Region,A Level or Equivalent,0-10%,35-55,1,60,N,Pass,BBB_2013J_471711
F,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,BBB_2013J_472262
M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,BBB_2013J_472327
M,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,Y,Fail,BBB_2013J_474071
F,Scotland,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,BBB_2013J_475241
F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,210,Y,Fail,BBB_2013J_475594
F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,BBB_2013J_476278
F,London Region,A Level or Equivalent,10-20,0-35,2,210,N,Fail,BBB_2013J_476816
F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2013J_477825
F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,BBB_2013J_478069
F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,BBB_2013J_478718
F,Ireland,A Level or Equivalent,40-50%,35-55,1,60,N,Fail,BBB_2013J_478967
F,South Region,Lower Than A Level,20-30%,35-55,0,210,N,Pass,BBB_2013J_479020
F,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,BBB_2013J_479170
F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2013J_479305
F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2013J_479853
F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2013J_480888
F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail,BBB_2013J_481448
